Date 	series 	OPEN 	HIGH 	LOW 	PREV. CLOSE 	ltp 	close 	vwap 	52W H 	52W L 	VOLUME 	VALUE 	No of trades 
13-Feb-24	EQ	"3,180.00"	"3,194.00"	"3,092.05"	"3,169.75"	"3,180.00"	"3,178.45"	"3,142.91"	"3,277.95"	"1,103.75"	"12,25,207"	"3,85,07,09,760.90"	"73,578"
12-Feb-24	EQ	"3,229.00"	"3,241.95"	"3,160.00"	"3,215.20"	"3,166.00"	"3,169.75"	"3,193.32"	"3,277.95"	"1,103.75"	"10,83,138"	"3,45,88,03,688.00"	"64,420"
09-Feb-24	EQ	"3,184.45"	"3,224.95"	"3,121.20"	"3,168.60"	"3,215.00"	"3,215.20"	"3,182.28"	"3,277.95"	"1,103.75"	"15,72,789"	"5,00,50,53,690.50"	"92,034"
08-Feb-24	EQ	"3,245.60"	"3,245.60"	"3,146.10"	"3,229.85"	"3,179.00"	"3,168.60"	"3,186.56"	"3,277.95"	"1,103.75"	"16,79,004"	"5,35,02,39,514.35"	"1,26,898"
07-Feb-24	EQ	"3,220.05"	"3,277.95"	"3,210.00"	"3,203.75"	"3,233.00"	"3,229.85"	"3,242.51"	"3,277.95"	"1,103.75"	"20,95,911"	"6,79,60,02,063.65"	"1,22,378"
06-Feb-24	EQ	"3,183.90"	"3,228.20"	"3,160.00"	"3,173.45"	"3,200.65"	"3,203.75"	"3,197.81"	"3,236.95"	"1,103.75"	"20,78,891"	"6,64,79,05,451.95"	"1,48,672"
05-Feb-24	EQ	"3,170.00"	"3,229.40"	"3,151.45"	"3,157.45"	"3,175.25"	"3,173.45"	"3,192.80"	"3,236.95"	"1,103.75"	"21,91,195"	"6,99,60,49,793.70"	"1,32,489"
02-Feb-24	EQ	"3,184.95"	"3,208.50"	"3,140.00"	"3,153.50"	"3,157.00"	"3,157.45"	"3,173.20"	"3,236.95"	"1,017.45"	"27,08,695"	"8,59,52,21,638.95"	"1,23,968"
01-Feb-24	EQ	"3,156.90"	"3,236.95"	"3,083.05"	"3,142.00"	"3,154.85"	"3,153.50"	"3,162.65"	"3,236.95"	"1,017.45"	"46,86,595"	"14,82,20,76,397.20"	"2,11,723"
31-Jan-24	EQ	"3,092.75"	"3,151.70"	"3,072.40"	"3,091.10"	"3,138.00"	"3,142.00"	"3,116.94"	"3,199.00"	"1,017.45"	"26,71,051"	"8,32,55,10,841.40"	"1,15,716"
30-Jan-24	EQ	"3,081.00"	"3,129.90"	"3,020.90"	"3,064.65"	"3,096.00"	"3,091.10"	"3,090.43"	"3,199.00"	"1,017.45"	"31,15,506"	"9,62,82,39,019.20"	"1,52,019"
29-Jan-24	EQ	"2,929.00"	"3,092.70"	"2,923.05"	"2,893.60"	"3,061.00"	"3,064.65"	"3,044.27"	"3,199.00"	"1,017.45"	"44,02,976"	"13,40,38,37,889.00"	"2,76,784"
25-Jan-24	EQ	"2,903.45"	"2,926.35"	"2,804.40"	"2,903.45"	"2,903.00"	"2,893.60"	"2,860.14"	"3,508.00"	"1,017.45"	"26,01,969"	"7,44,19,88,265.30"	"1,35,262"
24-Jan-24	EQ	"2,901.00"	"2,929.10"	"2,871.25"	"2,896.55"	"2,908.00"	"2,903.45"	"2,891.63"	"3,508.00"	"1,017.45"	"58,07,940"	"16,79,44,41,913.65"	"1,60,772"
23-Jan-24	EQ	"3,014.95"	"3,014.95"	"2,885.50"	"2,987.90"	"2,900.35"	"2,896.55"	"2,945.88"	"3,508.00"	"1,017.45"	"18,27,002"	"5,38,21,24,760.65"	"1,01,673"
20-Jan-24	EQ	"2,930.00"	"3,015.85"	"2,890.50"	"2,915.65"	"2,987.85"	"2,987.90"	"2,939.51"	"3,739.95"	"1,017.45"	"18,78,793"	"5,52,27,30,668.25"	"83,748"
19-Jan-24	EQ	"2,945.35"	"2,949.45"	"2,903.05"	"2,918.90"	"2,915.30"	"2,915.65"	"2,926.36"	"3,739.95"	"1,017.45"	"20,14,096"	"5,89,39,78,244.30"	"88,297"
18-Jan-24	EQ	"2,975.55"	"2,985.00"	"2,885.10"	"2,971.05"	"2,925.05"	"2,918.90"	"2,923.25"	"3,739.95"	"1,017.45"	"25,52,342"	"7,46,11,40,978.65"	"1,37,932"
17-Jan-24	EQ	"3,033.00"	"3,045.00"	"2,946.30"	"3,056.50"	"2,978.00"	"2,971.05"	"2,994.68"	"3,739.95"	"1,017.45"	"28,97,218"	"8,67,62,48,061.65"	"1,16,205"
16-Jan-24	EQ	"3,095.00"	"3,104.50"	"3,035.00"	"3,089.50"	"3,059.00"	"3,056.50"	"3,066.60"	"3,739.95"	"1,017.45"	"25,15,564"	"7,71,42,32,714.00"	"81,017"
15-Jan-24	EQ	"3,127.00"	"3,130.00"	"3,067.45"	"3,104.10"	"3,091.30"	"3,089.50"	"3,095.46"	"3,739.95"	"1,017.45"	"14,07,007"	"4,35,53,39,346.30"	"66,077"
12-Jan-24	EQ	"3,096.35"	"3,125.00"	"3,068.20"	"3,080.90"	"3,105.40"	"3,104.10"	"3,100.07"	"3,880.00"	"1,017.45"	"17,95,933"	"5,56,75,09,144.40"	"81,003"
11-Jan-24	EQ	"3,120.00"	"3,129.00"	"3,065.00"	"3,098.20"	"3,084.00"	"3,080.90"	"3,089.22"	"3,880.00"	"1,017.45"	"20,08,103"	"6,20,34,81,301.70"	"82,014"
10-Jan-24	EQ	"3,024.00"	"3,112.00"	"3,020.05"	"3,014.60"	"3,107.80"	"3,098.20"	"3,077.75"	"3,880.00"	"1,017.45"	"35,90,297"	"11,05,00,48,556.25"	"1,46,816"
09-Jan-24	EQ	"2,990.70"	"3,068.80"	"2,980.00"	"2,963.50"	"3,024.95"	"3,014.60"	"3,029.63"	"3,880.00"	"1,017.45"	"28,85,706"	"8,74,26,14,470.70"	"1,24,090"
08-Jan-24	EQ	"3,020.00"	"3,027.00"	"2,952.95"	"3,006.60"	"2,965.00"	"2,963.50"	"2,990.76"	"3,880.00"	"1,017.45"	"18,49,061"	"5,53,01,00,075.95"	"77,114"
05-Jan-24	EQ	"3,009.95"	"3,066.90"	"2,981.10"	"2,998.30"	"3,009.00"	"3,006.60"	"3,026.08"	"3,880.00"	"1,017.45"	"32,19,949"	"9,74,38,25,898.60"	"1,25,926"
04-Jan-24	EQ	"3,039.40"	"3,044.45"	"2,990.00"	"3,003.00"	"2,996.00"	"2,998.30"	"3,011.56"	"3,880.00"	"1,017.45"	"29,75,620"	"8,96,12,46,158.70"	"1,22,929"
03-Jan-24	EQ	"3,047.00"	"3,199.00"	"2,955.60"	"2,932.40"	"3,005.00"	"3,003.00"	"3,060.56"	"3,880.00"	"1,017.45"	"1,97,25,411"	"60,37,08,40,646.55"	"7,62,896"
02-Jan-24	EQ	"2,922.00"	"2,948.20"	"2,841.00"	"2,917.20"	"2,931.00"	"2,932.40"	"2,903.97"	"3,880.00"	"1,017.45"	"26,71,368"	"7,75,75,72,526.85"	"1,16,025"
01-Jan-24	EQ	"2,852.30"	"2,947.00"	"2,842.05"	"2,848.95"	"2,902.85"	"2,917.20"	"2,914.54"	"3,880.00"	"1,017.45"	"28,98,619"	"8,44,81,46,788.55"	"1,16,403"
29-Dec-23	EQ	"2,823.90"	"2,863.30"	"2,802.85"	"2,809.90"	"2,849.05"	"2,848.95"	"2,838.38"	"3,898.00"	"1,017.45"	"15,07,086"	"4,27,76,89,534.20"	"65,085"
28-Dec-23	EQ	"2,855.00"	"2,867.35"	"2,800.10"	"2,843.35"	"2,816.90"	"2,809.90"	"2,818.51"	"3,898.00"	"1,017.45"	"41,02,912"	"11,56,40,85,525.15"	"1,08,070"
27-Dec-23	EQ	"2,880.70"	"2,894.80"	"2,833.60"	"2,865.45"	"2,846.00"	"2,843.35"	"2,854.23"	"3,898.00"	"1,017.45"	"16,98,325"	"4,84,74,07,216.00"	"96,864"
26-Dec-23	EQ	"2,817.00"	"2,893.75"	"2,800.10"	"2,808.35"	"2,877.05"	"2,865.45"	"2,859.55"	"3,898.00"	"1,017.45"	"20,48,484"	"5,85,77,41,774.50"	"1,24,764"
22-Dec-23	EQ	"2,815.95"	"2,847.60"	"2,791.40"	"2,799.75"	"2,806.00"	"2,808.35"	"2,819.62"	"4,190.00"	"1,017.45"	"15,13,956"	"4,26,87,77,915.65"	"76,777"
21-Dec-23	EQ	"2,750.00"	"2,821.95"	"2,725.00"	"2,783.85"	"2,812.90"	"2,799.75"	"2,788.43"	"4,190.00"	"1,017.45"	"26,78,577"	"7,46,90,27,877.10"	"1,39,231"
20-Dec-23	EQ	"2,946.00"	"2,968.00"	"2,766.20"	"2,941.25"	"2,775.00"	"2,783.85"	"2,870.07"	"4,190.00"	"1,017.45"	"34,17,739"	"9,80,91,37,609.45"	"1,71,337"
19-Dec-23	EQ	"2,988.80"	"2,994.35"	"2,915.00"	"2,980.60"	"2,940.00"	"2,941.25"	"2,950.36"	"4,190.00"	"1,017.45"	"17,41,493"	"5,13,80,37,764.30"	"81,742"
18-Dec-23	EQ	"2,993.95"	"3,027.75"	"2,961.10"	"2,991.80"	"2,974.00"	"2,980.60"	"2,993.07"	"4,190.00"	"1,017.45"	"23,15,922"	"6,93,17,28,099.20"	"1,00,133"
15-Dec-23	EQ	"2,912.05"	"3,000.00"	"2,893.90"	"2,894.05"	"2,987.00"	"2,991.80"	"2,962.62"	"4,190.00"	"1,017.45"	"49,21,484"	"14,58,04,86,604.40"	"1,80,486"
14-Dec-23	EQ	"2,900.95"	"2,932.95"	"2,887.00"	"2,875.05"	"2,893.00"	"2,894.05"	"2,908.68"	"4,190.00"	"1,017.45"	"32,24,681"	"9,37,95,61,819.45"	"1,40,194"
13-Dec-23	EQ	"2,860.00"	"2,899.10"	"2,805.00"	"2,857.65"	"2,887.00"	"2,875.05"	"2,854.75"	"4,190.00"	"1,017.45"	"28,05,832"	"8,00,99,40,320.70"	"1,18,936"
12-Dec-23	EQ	"2,869.10"	"2,895.95"	"2,840.55"	"2,855.80"	"2,855.00"	"2,857.65"	"2,864.57"	"4,190.00"	"1,017.45"	"20,17,772"	"5,78,00,40,717.60"	"91,033"
11-Dec-23	EQ	"2,837.05"	"2,919.90"	"2,811.05"	"2,822.15"	"2,862.00"	"2,855.80"	"2,867.92"	"4,190.00"	"1,017.45"	"50,64,123"	"14,52,35,04,974.75"	"2,02,891"
08-Dec-23	EQ	"2,902.70"	"2,927.00"	"2,760.00"	"2,887.15"	"2,829.90"	"2,822.15"	"2,839.19"	"4,190.00"	"1,017.45"	"69,59,428"	"19,75,91,55,358.90"	"2,89,285"
07-Dec-23	EQ	"2,900.00"	"2,945.90"	"2,853.05"	"2,883.95"	"2,892.30"	"2,887.15"	"2,898.60"	"4,190.00"	"1,017.45"	"63,25,887"	"18,33,61,99,561.95"	"2,65,235"
06-Dec-23	EQ	"3,080.00"	"3,154.55"	"2,844.85"	"2,959.35"	"2,893.00"	"2,883.95"	"2,987.51"	"4,190.00"	"1,017.45"	"1,93,55,777"	"57,82,54,83,120.90"	"7,80,601"
05-Dec-23	EQ	"2,531.20"	"2,999.90"	"2,531.20"	"2,531.20"	"2,971.00"	"2,959.35"	"2,804.15"	"4,190.00"	"1,017.45"	"2,28,79,079"	"64,15,64,47,743.80"	"7,53,504"
04-Dec-23	EQ	"2,549.95"	"2,595.00"	"2,487.45"	"2,362.70"	"2,523.00"	"2,531.20"	"2,529.80"	"4,190.00"	"1,017.45"	"56,81,516"	"14,37,30,87,646.70"	"2,26,984"
